state,state_code,district_name,assembly_constituency_name,assembly_constituency_no,parliamentary_constituency_name,polling_station_name,polling_station_id,polling_station_type,polling_station_address,gps_lat,gps_lon,total_electors,male_electors,female_electors,other_electors,votes_polled,valid_votes,rejected_votes,candidate_1_name,candidate_1_party,candidate_1_votes,candidate_2_name,candidate_2_party,candidate_2_votes,gender_ratio_flag,caste_group,religion_group,age_category
Mizoram,MZ,Serchhip,AC_173,173,PC_21,Booth_11669,11669,Auxiliary,Serchhip Bazar,23.3422,92.8489,1723,771,884,68,1539,1537,2,Robert Romawia Royte,MNF,407,Lalduhoma,ZPM,1130,Female-Skewed,OBC,Muslim,18-25
Himachal Pradesh,HP,Kangra,AC_32,32,PC_77,Booth_26902,26902,Auxiliary,McLeod Ganj Area,32.2422,76.3234,1373,641,326,406,1053,1051,2,Kishan Kapoor,BJP,812,Pawan Kajal,INC,239,Male-Skewed,OBC,Hindu,36-50
Nagaland,NL,Dimapur,AC_114,114,PC_12,Booth_66480,66480,Main,Dimapur Market Area,25.9117,93.7217,1674,312,1142,220,923,923,0,Tokheho Yepthomi,NDPP,605,Moatoshi Longkumer,NCP,318,Female-Skewed,General,Christian,18-25
Goa,GA,North Goa,AC_208,208,PC_29,Booth_34797,34797,Auxiliary,Calangute Beach Road,15.5439,73.7555,1025,614,318,93,592,592,0,Shripad Naik,BJP,400,Girish Chodankar,INC,192,Male-Skewed,OBC,Sikh,51-65
Jharkhand,JH,Dhanbad,AC_78,78,PC_12,Booth_27990,27990,Main,Jharia Area,23.7401,86.41,1004,582,292,130,873,865,8,Pashupati Nath Singh,BJP,106,Dhirendra Mahato,AJSU,759,Male-Skewed,General,Hindu,26-35
Karnataka,KA,Bengaluru Rural,AC_282,282,PC_17,Booth_55678,55678,Main,Devanahalli Area,13.2487,77.7113,1287,516,651,120,1233,1229,4,D K Suresh,INC,913,C P Yogeshwar,BJP,316,Female-Skewed,OBC,Sikh,36-50
Tripura,TR,West Tripura,AC_291,291,PC_52,Booth_53017,53017,Auxiliary,Agartala Ujjayanta Palace Area,23.8315,91.2825,610,241,294,75,477,466,11,Pratima Bhoumik,BJP,228,Subal Bhowmik,CPM,238,Female-Skewed,OBC,Hindu,18-25
Punjab,PB,Jalandhar,AC_263,263,PC_36,Booth_15377,15377,Main,Model Town Jalandhar,31.3261,75.5762,1566,720,525,321,988,977,11,Sushil Kumar Rinku,INC,961,Charanjit Singh Channi,BJP,16,Male-Skewed,General,Hindu,51-65
Manipur,MN,Thoubal,AC_259,259,PC_41,Booth_10570,10570,Main,Thoubal Market Area,24.6284,93.9981,1538,788,456,294,1237,1231,6,Oinam Lukhoi,INC,840,Leitanthem Basanta,BJP,391,Male-Skewed,General,Hindu,18-25
Jharkhand,JH,Bokaro,AC_52,52,PC_68,Booth_86245,86245,Main,Chas Area,23.6361,86.1706,1088,747,239,102,869,850,19,Biranchi Narayan,BJP,798,Rajendra Prasad Singh,INC,52,Male-Skewed,OBC,Sikh,36-50
Chhattisgarh,CG,Raipur,AC_14,14,PC_63,Booth_12766,12766,Main,Tatibandh Area,21.2325,81.6,651,269,105,277,567,551,16,Brijmohan Agrawal,BJP,116,Satyanarayan Sharma,INC,435,Male-Skewed,OBC,Hindu,26-35
Gujarat,GJ,Ahmedabad East,AC_42,42,PC_24,Booth_52761,52761,Auxiliary,Naroda Area,23.07,72.66,1489,1097,166,226,1337,1325,12,Patel Hasmukh,BJP,249,Patel Gitaben,INC,1076,Male-Skewed,SC,Hindu,18-25
Goa,GA,South Goa,AC_15,15,PC_40,Booth_77094,77094,Main,Margao Area,15.2736,73.9581,1023,248,152,623,777,770,7,Francisco Sardinha,INC,632,Cosme Costa,BJP,138,Male-Skewed,OBC,Hindu,26-35
Uttarakhand,UK,Dehradun,AC_57,57,PC_20,Booth_29207,29207,Auxiliary,Mussoorie Road,30.45,78.08,1738,1062,570,106,1267,1251,16,Trivendra Rawat,BJP,424,Rajni Rawat,INC,827,Male-Skewed,SC,Hindu,36-50
Manipur,MN,Chandel,AC_198,198,PC_14,Booth_17422,17422,Main,Chandel Bazar,24.3333,94,1316,258,855,203,1070,1070,0,Kim Gangte,NPF,118,Lorho S Pfoze,NPP,952,Female-Skewed,SC,Hindu,26-35
Sikkim,SK,Gangtok,AC_123,123,PC_29,Booth_61552,61552,Auxiliary,MG Marg Area,27.3314,88.6138,1562,1125,368,69,1239,1230,9,Indra Hang Subba,SKM,119,Karma T Bhutia,SDF,1111,Male-Skewed,General,Muslim,51-65
Rajasthan,RJ,Ajmer,AC_104,104,PC_14,Booth_92760,92760,Auxiliary,Ana Sagar Area,26.47,74.63,1482,983,159,340,1212,1195,17,Bhagirath Choudhary,BJP,1020,Ramchandra Choudhary,INC,175,Male-Skewed,General,Christian,26-35
Andhra Pradesh,AP,Krishna,AC_260,260,PC_70,Booth_32944,32944,Auxiliary,Machilipatnam Port Area,16.1833,81.1333,1400,792,305,303,984,975,9,Kesineni Srinivas,TDP,913,PV Midhun Reddy,YSRCP,62,Male-Skewed,General,Sikh,36-50
Andhra Pradesh,AP,Guntur,AC_163,163,PC_67,Booth_10976,10976,Main,Tenali Area,16.24,80.58,1047,460,340,247,945,936,9,Galla Jayadev,TDP,181,Modugula Venugopala Reddy,YSRCP,755,Male-Skewed,OBC,Muslim,26-35
Uttar Pradesh,UP,Kanpur,AC_22,22,PC_70,Booth_54591,54591,Main,Rawatpur Area,26.4667,80.3167,1597,835,411,351,1324,1320,4,Satya Dev Pachauri,BJP,194,Ramesh Awasthi,SP,1126,Male-Skewed,General,Buddhist,36-50
Jharkhand,JH,Giridih,AC_190,190,PC_56,Booth_44384,44384,Main,Parasnath Area,24.1667,86.1333,1507,1097,238,172,1271,1260,11,Chandra Prakash Choudhary,AJSU,1102,Jagarnath Mahto,JMM,158,Male-Skewed,OBC,Hindu,51-65
Chhattisgarh,CG,Bastar,AC_150,150,PC_49,Booth_88193,88193,Auxiliary,Jagdalpur Area,19.0833,81.95,1559,819,153,587,1340,1338,2,Deepak Baij,INC,1075,Kirron Kher,BJP,263,Male-Skewed,OBC,Hindu,51-65
Karnataka,KA,Mysuru,AC_209,209,PC_43,Booth_61645,61645,Auxiliary,Nanjangud Area,12.1167,76.6833,974,593,157,224,606,590,16,Pratap Simha,BJP,458,Yamini Madhukar,INC,132,Male-Skewed,General,Muslim,36-50
Arunachal Pradesh,AR,Papum Pare,AC_277,277,PC_5,Booth_75569,75569,Main,Itanagar Area,27.0844,93.6053,809,250,118,441,786,766,20,Nabam Tuki,INC,102,Takam Sanjoy,BJP,664,Male-Skewed,SC,Sikh,36-50
Goa,GA,North Goa,AC_78,78,PC_37,Booth_15495,15495,Auxiliary,Mapusa Area,15.6,73.8167,847,274,288,285,746,737,9,Michael Lobo,BJP,619,Churchill Alemao,NCP,118,Female-Skewed,OBC,Hindu,51-65
Telangana,TS,Medak,AC_197,197,PC_63,Booth_27543,27543,Auxiliary,Siddipet Area,18.1,78.85,1159,587,446,126,1050,1041,9,Kotha Prabhakar Reddy,TRS,119,Anil Kumar Goud,BJP,922,Male-Skewed,General,Muslim,36-50
Mizoram,MZ,Lunglei,AC_287,287,PC_5,Booth_71141,71141,Auxiliary,Lunglei Bazar,22.8833,92.7333,1344,640,197,507,1251,1247,4,Lalduhoma,ZPM,833,K Vanlalvena,MNF,414,Male-Skewed,OBC,Hindu,18-25
Madhya Pradesh,MP,Ujjain,AC_240,240,PC_76,Booth_49793,49793,Main,Mahakal Temple Area,23.1828,75.7682,1696,1349,159,188,1257,1238,19,Anil Firojiya,BJP,160,Mahesh Parmar,INC,1078,Male-Skewed,ST,Hindu,51-65
Uttar Pradesh,UP,Gorakhpur,AC_14,14,PC_3,Booth_17873,17873,Auxiliary,Maharajganj Area,27.1333,83.5667,1094,218,334,542,872,856,16,Ravi Kishan,BJP,175,Praveen Nishad,SP,681,Female-Skewed,OBC,Christian,18-25
Tripura,TR,West Tripura,AC_79,79,PC_49,Booth_23471,23471,Auxiliary,Melaghar Area,23.4833,91.3167,1022,635,285,102,696,683,13,Rebati Tripura,BJP,464,Jitendra Chaudhury,CPM,219,Male-Skewed,General,Hindu,36-50
Tripura,TR,East Tripura,AC_294,294,PC_55,Booth_20911,20911,Auxiliary,Dharmanagar Area,24.3742,92.1677,1420,430,672,318,1323,1310,13,Jitendra Chaudhury,CPM,425,Rebati Tripura,BJP,885,Female-Skewed,General,Christian,26-35
Himachal Pradesh,HP,Mandi,AC_237,237,PC_59,Booth_39871,39871,Main,Kullu Manali Road,32.2396,77.1887,1682,492,701,489,1569,1561,8,Ram Swaroop Sharma,BJP,940,Pratibha Singh,INC,621,Female-Skewed,General,Christian,65+
Rajasthan,RJ,Sikar,AC_87,87,PC_32,Booth_95591,95591,Auxiliary,Fatehpur Area,27.9937,74.9602,1705,320,242,1143,1299,1281,18,Sumedhanand Saraswati,BJP,603,Subhash Maharia,INC,678,Male-Skewed,OBC,Hindu,18-25
Meghalaya,ML,West Garo Hills,AC_50,50,PC_74,Booth_26266,26266,Main,Tura Area,25.517,90.2128,1640,1316,260,64,1582,1572,10,Conrad Sangma,NPP,1189,Mukul Sangma,TMC,383,Male-Skewed,General,Hindu,36-50
Jharkhand,JH,Godda,AC_90,90,PC_43,Booth_97913,97913,Main,Godda College Area,24.8333,87.2167,1235,816,214,205,1152,1141,11,Nishikant Dubey,BJP,670,Pradeep Yadav,JVM,471,Male-Skewed,SC,Sikh,36-50
Nagaland,NL,Kohima,AC_214,214,PC_40,Booth_11468,11468,Auxiliary,Kohima Village,25.6667,94.1167,1627,419,1019,189,958,942,16,Neiphiu Rio,NDPP,300,K L Chishi,INC,642,Female-Skewed,SC,Christian,18-25
Haryana,HR,Gurugram,AC_161,161,PC_63,Booth_46966,46966,Main,Sector 56 Area,28.4221,77.1018,810,206,440,164,493,486,7,Rao Inderjit Singh,BJP,461,Kaptan Singh Solanki,INC,25,Female-Skewed,OBC,Hindu,51-65
Maharashtra,MH,Pune,AC_252,252,PC_67,Booth_76815,76815,Main,Koregaon Park Area,18.5367,73.8972,1130,345,397,388,835,824,11,Girish Bapat,BJP,628,Mohan Joshi,INC,196,Female-Skewed,OBC,Hindu,36-50
West Bengal,WB,Kolkata Dakshin,AC_166,166,PC_18,Booth_82973,82973,Main,Jadavpur Area,22.4922,88.37,1422,508,168,746,1144,1143,1,Mala Roy,TMC,970,Anupam Hazra,BJP,173,Male-Skewed,General,Muslim,18-25
Nagaland,NL,Tuensang,AC_205,205,PC_72,Booth_66368,66368,Main,Tuensang Town,26.2667,94.8167,1694,571,939,184,1438,1436,2,Chotisuh Sazo,NDPP,339,K L Chishi,NCP,1097,Female-Skewed,OBC,Muslim,18-25
Nagaland,NL,Mon,AC_281,281,PC_8,Booth_18639,18639,Main,Mon Town,26.7333,95.0333,1032,428,143,461,558,558,0,Tongpang Ozukum,NDPP,507,Pangyu Phom,NPP,51,Male-Skewed,OBC,Hindu,51-65
Andhra Pradesh,AP,Srikakulam,AC_147,147,PC_39,Booth_21095,21095,Main,Palasa Area,18.7728,84.4103,717,212,160,345,690,686,4,Kinjarapu Ram Mohan Naidu,TDP,428,Duvvada Srinivas,YSRCP,258,Male-Skewed,OBC,Hindu,36-50
Punjab,PB,Jalandhar,AC_225,225,PC_25,Booth_18897,18897,Auxiliary,Phagwara Area,31.2239,75.7705,905,525,186,194,670,664,6,Santokh Singh Chaudhary,INC,573,Charanjit Singh Atwal,SAD,91,Male-Skewed,SC,Hindu,36-50
Goa,GA,South Goa,AC_95,95,PC_62,Booth_56703,56703,Auxiliary,Canacona Area,15,74.05,748,348,273,127,631,614,17,Francisco Sardinha,INC,273,Churchill Alemao,NCP,341,Male-Skewed,General,Hindu,36-50
Nagaland,NL,Wokha,AC_242,242,PC_8,Booth_31689,31689,Main,Wokha Town,26.1,94.2667,716,275,365,76,628,619,9,John Lotha,NDPP,407,Mhao Humtsoe,NPP,212,Female-Skewed,OBC,Hindu,26-35
Mizoram,MZ,Mamit,AC_227,227,PC_26,Booth_83816,83816,Auxiliary,Mamit Bazar,23.9333,92.4833,1658,744,505,409,1451,1437,14,C Lalrosanga,MNF,647,Robert Romawia Royte,ZPM,790,Male-Skewed,SC,Hindu,26-35
Uttarakhand,UK,Almora,AC_9,9,PC_76,Booth_98365,98365,Main,Almora Mall Road,29.5973,79.6588,718,280,231,207,677,664,13,Ajay Tamta,BJP,549,Pradeep Tamta,INC,115,Male-Skewed,General,Hindu,26-35
Odisha,OR,Balasore,AC_172,172,PC_54,Booth_69141,69141,Auxiliary,Remuna Area,21.5333,86.8667,1090,461,193,436,717,707,10,Rabindra Kumar Jena,BJP,465,Manmath Routray,BJD,242,Male-Skewed,OBC,Hindu,26-35
Chhattisgarh,CG,Surguja,AC_18,18,PC_65,Booth_77574,77574,Main,Ambikapur Area,23.1167,83.1833,1144,212,571,361,962,954,8,Kamal Bhan Singh,INC,72,Renuka Singh,BJP,882,Female-Skewed,OBC,Sikh,18-25
Gujarat,GJ,Surendranagar,AC_266,266,PC_67,Booth_82053,82053,Auxiliary,Halvad Area,23.0167,71.1833,1379,992,297,90,696,686,10,Mahendrabhai Munjapara,BJP,225,Somabhai Patel,INC,461,Male-Skewed,OBC,Muslim,26-35
West Bengal,WB,Birbhum,AC_60,60,PC_13,Booth_66762,66762,Main,Rampurhat Area,24.1833,87.7833,1549,899,528,122,1100,1093,7,Satabdi Roy,TMC,1037,Dudhkumar Mondal,BJP,56,Male-Skewed,OBC,Hindu,26-35
Tamil Nadu,TN,Namakkal,AC_209,209,PC_52,Booth_96324,96324,Main,Rasipuram Area,11.4667,78.1667,706,277,272,157,532,517,15,A K P Chinraj,DMK,484,Senthil Kumar,PMK,33,Male-Skewed,OBC,Hindu,65+
Mizoram,MZ,Champhai,AC_43,43,PC_29,Booth_49748,49748,Main,Champhai Vengsang,23.4667,93.3333,1296,239,637,420,712,694,18,T Z Muanpuia,MNF,78,C Lalrosanga,ZPM,616,Female-Skewed,SC,Hindu,36-50
Karnataka,KA,Belagavi,AC_81,81,PC_70,Booth_66640,66640,Main,Belagavi Camp,15.8497,74.4977,1133,624,121,388,809,807,2,Mangal Angadi,BJP,552,Satish Jarkiholi,INC,255,Male-Skewed,OBC,Muslim,36-50
Meghalaya,ML,Ri-Bhoi,AC_118,118,PC_61,Booth_31312,31312,Auxiliary,Nongpoh Area,25.9,91.8833,1103,389,296,418,710,702,8,Conrad Sangma,NPP,198,Vincent Pala,INC,504,Male-Skewed,General,Hindu,51-65
Kerala,KL,Alappuzha,AC_39,39,PC_24,Booth_74712,74712,Main,Alappuzha Beach,9.4981,76.3382,987,423,235,329,555,545,10,AM Ariff,CPM,175,Shanimol Usman,INC,370,Male-Skewed,General,Hindu,36-50
Mizoram,MZ,Kolasib,AC_106,106,PC_22,Booth_98813,98813,Main,Kolasib Bazar,24.2253,92.6761,700,273,356,71,397,384,13,K Lalrinliana,MNF,278,H Liansailova,ZPM,106,Female-Skewed,SC,Muslim,26-35
Goa,GA,North Goa,AC_29,29,PC_68,Booth_88498,88498,Main,Panaji Area,15.4909,73.8278,954,628,151,175,638,629,9,Shripad Naik,BJP,393,Girish Chodankar,INC,236,Male-Skewed,OBC,Muslim,26-35
Maharashtra,MH,Beed,AC_167,167,PC_22,Booth_55582,55582,Auxiliary,Georai Area,19.2667,75.75,1452,548,133,771,1001,984,17,Pritam Munde,BJP,751,Bajrang Sonawane,NCP,233,Male-Skewed,OBC,Buddhist,65+
Mizoram,MZ,Lawngtlai,AC_299,299,PC_58,Booth_72861,72861,Main,Lawngtlai Town,22.5333,92.9,1574,770,238,566,1333,1325,8,C Ngunlianchunga,MNF,1251,H Biakzaua,ZPM,74,Male-Skewed,General,Christian,18-25
Mizoram,MZ,Saiha,AC_235,235,PC_71,Booth_56155,56155,Main,Saiha Bazar,22.4833,92.9833,1325,288,129,908,1062,1043,19,Dr K Beichhua,MNF,806,Robert Romawia Royte,ZPM,237,Male-Skewed,General,Hindu,18-25
Andhra Pradesh,AP,Prakasam,AC_23,23,PC_55,Booth_14016,14016,Auxiliary,Ongole Area,15.5057,80.0497,1651,517,676,458,964,954,10,Magunta Sreenivasulu Reddy,YSRCP,817,Sidhun Reddy,TDP,137,Female-Skewed,General,Hindu,26-35
Goa,GA,South Goa,AC_52,52,PC_29,Booth_25187,25187,Main,Colva Beach Area,15.2737,73.9179,1591,1140,266,185,861,855,6,Cosme Costa,NCP,829,Churchill Alemao,INC,26,Male-Skewed,OBC,Muslim,26-35
Sikkim,SK,West Sikkim,AC_53,53,PC_10,Booth_33931,33931,Main,Geyzing Area,27.2833,88.2667,1124,611,315,198,600,585,15,Karma T Bhutia,SDF,282,Indra Hang Subba,SKM,303,Male-Skewed,OBC,Christian,51-65
Jharkhand,JH,Palamu,AC_274,274,PC_12,Booth_20106,20106,Auxiliary,Daltonganj Area,24.0333,84.0667,1329,272,790,267,875,864,11,Vishnu Dayal Ram,RJD,767,BD Ram,BJP,97,Female-Skewed,OBC,Hindu,18-25
Uttar Pradesh,UP,Ballia,AC_196,196,PC_41,Booth_17082,17082,Main,Bairia Area,25.7667,84.4667,930,446,409,75,475,465,10,Virendra Singh Mast,BJP,204,Sanjeev Rai,SP,261,Male-Skewed,OBC,Hindu,51-65
Sikkim,SK,Namchi,AC_292,292,PC_22,Booth_99453,99453,Main,Namchi Bazar,27.1652,88.3642,1724,980,340,404,969,958,11,Pawan Chamling,SDF,242,Krishna Rai,SKM,716,Male-Skewed,General,Hindu,26-35
Uttarakhand,UK,Haridwar,AC_121,121,PC_50,Booth_78928,78928,Auxiliary,Roorkee Area,29.8543,77.888,1117,396,661,60,570,559,11,Ramesh Pokhriyal Nishank,BJP,271,Ambrish Kumar,INC,288,Female-Skewed,General,Hindu,26-35
Haryana,HR,Faridabad,AC_17,17,PC_46,Booth_35981,35981,Main,Faridabad NIT Area,28.4089,77.3178,1070,233,176,661,1052,1046,6,Krishan Pal Gurjar,BJP,853,Avtar Singh Bhadana,INC,193,Male-Skewed,SC,Muslim,36-50
Kerala,KL,Alappuzha,AC_39,39,PC_24,Booth_74712,74712,Main,Kuttanad Backwaters,9.5,76.4,837,465,249,123,508,490,18,AM Ariff,CPM,273,Shanimol Usman,INC,217,Male-Skewed,General,Muslim,36-50
Mizoram,MZ,Kolasib,AC_106,106,PC_22,Booth_80929,80929,Main,Kolasib Vengthar,24.2253,92.6761,828,290,477,61,664,662,2,K Lalrinliana,MNF,636,H Liansailova,ZPM,26,Female-Skewed,General,Muslim,51-65
Chhattisgarh,CG,Korba,AC_76,76,PC_22,Booth_89233,89233,Auxiliary,Korba NTPC Area,22.3594,82.75,1698,1036,213,449,1291,1280,11,Jyotsna Mahant,INC,589,Kirron Kher,BJP,691,Male-Skewed,General,Other,36-50
Manipur,MN,Chandel,AC_145,145,PC_2,Booth_42354,42354,Auxiliary,Moreh Area,24.25,94.3,1330,586,312,432,701,693,8,Lorho S Pfoze,NPF,549,Kim Gangte,NPP,144,Male-Skewed,OBC,Hindu,18-25
Arunachal Pradesh,AR,Tawang,AC_51,51,PC_24,Booth_76064,76064,Auxiliary,Tawang Monastery Area,27.5861,91.8594,737,423,252,62,429,410,19,Tsering Tashi,BJP,68,Tsering Lembu,INC,342,Male-Skewed,General,Hindu,18-25
Odisha,OR,Ganjam,AC_217,217,PC_80,Booth_96215,96215,Main,Chatrapur Area,19.35,84.9833,1714,246,473,995,1041,1028,13,Sidharth Sekhar Singh,BJP,667,Saptagiri Ulaka,BJD,361,Female-Skewed,SC,Hindu,26-35
Kerala,KL,Alappuzha,AC_75,75,PC_34,Booth_48053,48053,Main,Alappuzha Town,9.4981,76.3382,1664,482,317,865,853,850,3,AM Ariff,CPM,592,Shanimol Usman,INC,258,Male-Skewed,OBC,Muslim,26-35
Meghalaya,ML,West Jaintia Hills,AC_145,145,PC_25,Booth_12171,12171,Main,Jowai Area,25.45,92.2,1461,483,243,735,764,755,9,Vincent Pala,INC,677,Conrad Sangma,NPP,78,Male-Skewed,OBC,Hindu,36-50
Assam,AS,Kamrup,AC_224,224,PC_79,Booth_71824,71824,Main,Kamrup Rural Area,26.0833,91.5833,1304,699,372,233,1237,1232,5,Bobbeeta Sharma,INC,72,Bijuli Kalita Medhi,BJP,1160,Male-Skewed,ST,Muslim,36-50
Manipur,MN,Churachandpur,AC_59,59,PC_47,Booth_75563,75563,Auxiliary,Churachandpur Bazar,24.35,93.6833,800,329,280,191,647,633,14,V Hangkhanlian,BJP,350,Letzamang Haokip,NPF,283,Male-Skewed,SC,Hindu,18-25
Assam,AS,Kamrup,AC_268,268,PC_27,Booth_23011,23011,Main,Hajo Area,26.2333,91.5167,1724,1007,247,470,1282,1267,15,Bijuli Kalita Medhi,BJP,385,Bhabesh Kalita,INC,882,Male-Skewed,OBC,Muslim,36-50
Andhra Pradesh,AP,Prakasam,AC_247,247,PC_28,Booth_98507,98507,Auxiliary,Kandukur Area,15.2167,79.9,978,655,193,130,630,622,8,Magunta Sreenivasulu Reddy,YSRCP,415,Sidda Raghava Rao,TDP,207,Male-Skewed,OBC,Hindu,36-50
Rajasthan,RJ,Sirohi,AC_220,220,PC_20,Booth_81725,81725,Main,Abu Road Area,24.48,72.78,952,306,307,339,626,618,8,Devji Patel,BJP,488,Kanaka Ram Damor,INC,130,Female-Skewed,OBC,Hindu,26-35
Andhra Pradesh,AP,Prakasam,AC_88,88,PC_33,Booth_12207,12207,Main,Ongole Markapur Road,15.5057,79.0497,805,334,202,269,504,497,7,Magunta Sreenivasulu Reddy,YSRCP,276,Sidda Raghava Rao,TDP,221,Male-Skewed,General,Hindu,51-65
Punjab,PB,Jalandhar,AC_127,127,PC_52,Booth_50770,50770,Auxiliary,Jalandhar Cantt,31.3261,75.5762,1337,383,782,172,1232,1231,1,Sushil Kumar Rinku,INC,1135,Charanjit Singh Atwal,SAD,96,Female-Skewed,General,Hindu,36-50
Manipur,MN,Bishnupur,AC_275,275,PC_9,Booth_64167,64167,Main,Nambol Area,24.7167,93.8333,665,274,101,290,350,347,3,K Bhabananda,BJP,174,Oinam Nabakishore,INC,173,Male-Skewed,OBC,Hindu,36-50
Rajasthan,RJ,Alwar,AC_166,166,PC_40,Booth_15925,15925,Auxiliary,Alwar City Area,27.553,76.6346,874,222,437,215,602,602,0,Balak Nath,BJP,388,Karan Singh Yadav,INC,214,Female-Skewed,OBC,Hindu,36-50
Himachal Pradesh,HP,Shimla,AC_150,150,PC_43,Booth_19430,19430,Auxiliary,Shimla Mall Road,31.1048,77.1734,716,305,278,133,696,682,14,Suresh Kashyap,BJP,195,Dhani Ram Shandil,INC,487,Male-Skewed,General,Other,18-25
Kerala,KL,Palakkad,AC_77,77,PC_73,Booth_84203,84203,Main,Palakkad Fort Area,10.7833,76.65,1389,837,307,245,1127,1121,6,MB Rajesh,CPM,1097,VK Sreekandan,INC,24,Male-Skewed,OBC,Hindu,26-35
Karnataka,KA,Mysuru,AC_6,6,PC_5,Booth_81936,81936,Auxiliary,Mysuru Palace Area,12.3051,76.6551,1302,624,131,547,879,861,18,Pratap Simha,BJP,670,Yamini Madhukar,INC,191,Male-Skewed,General,Sikh,51-65
Tripura,TR,West Tripura,AC_142,142,PC_4,Booth_53534,53534,Auxiliary,Agartala West,23.8315,91.2868,1508,1101,207,200,1131,1118,13,Pratima Bhoumik,BJP,870,Subal Bhowmik,CPM,248,Male-Skewed,OBC,Christian,26-35
Haryana,HR,Gurugram,AC_70,70,PC_46,Booth_55054,55054,Auxiliary,Gurugram Sector 29,28.4595,77.0266,652,225,188,239,474,459,15,Rao Inderjit Singh,BJP,339,Captain Ajay Yadav,INC,120,Male-Skewed,OBC,Hindu,51-65
Himachal Pradesh,HP,Kangra,AC_71,71,PC_37,Booth_11549,11549,Main,Dharamshala Stadium,32.219,76.3234,1222,874,160,188,1077,1072,5,Kishan Kapoor,BJP,551,Pawan Kajal,INC,521,Male-Skewed,SC,Sikh,65+
Andhra Pradesh,AP,Anantapur,AC_100,100,PC_8,Booth_27633,27633,Main,Hindupur Area,13.8286,77.4927,1004,580,211,213,893,874,19,Kristappa Nimmala,TDP,303,JC Pavan Reddy,YSRCP,571,Male-Skewed,SC,Sikh,36-50
Telangana,TS,Medchal,AC_154,154,PC_10,Booth_17294,17294,Main,Medchal Area,17.6297,78.4817,1109,728,239,142,1064,1048,16,Malla Reddy,TRS,670,Gangadhar Goud,BJP,378,Male-Skewed,OBC,Hindu,65+
Haryana,HR,Faridabad,AC_72,72,PC_39,Booth_16403,16403,Main,Faridabad Old Area,28.4089,77.3178,665,321,293,51,463,454,9,Krishan Pal Gurjar,BJP,372,Avtar Singh Bhadana,INC,82,Male-Skewed,OBC,Hindu,51-65
Odisha,OR,Ganjam,AC_233,233,PC_30,Booth_75675,75675,Main,Berhampur Area,19.3167,84.8,1649,215,953,481,1628,1627,1,Chandra Sekhar Sahu,BJD,1174,Sidharth Sekhar Singh,BJP,453,Female-Skewed,OBC,Other,51-65
Goa,GA,South Goa,AC_107,107,PC_76,Booth_15818,15818,Main,Vasco Area,15.386,73.8443,1218,554,335,329,1122,1119,3,Francisco Sardinha,INC,543,Churchill Alemao,NCP,576,Male-Skewed,OBC,Christian,18-25
Nagaland,NL,Tuensang,AC_162,162,PC_46,Booth_83850,83850,Auxiliary,Tuensang Town,26.2667,94.8167,1589,420,1049,120,1273,1272,1,Chotisuh Sazo,NDPP,222,K L Chishi,NCP,1050,Female-Skewed,General,Hindu,18-25
Odisha,OR,Ganjam,AC_113,113,PC_2,Booth_40078,40078,Main,Chhatrapur Area,19.6,84.5667,1724,923,203,598,1194,1183,11,Saptagiri Ulaka,BJD,476,Pradeep Panigrahy,BJP,707,Male-Skewed,General,Hindu,36-50
Kerala,KL,Kollam,AC_140,140,PC_3,Booth_42642,42642,Auxiliary,Kayamkulam Area,9.1819,76.4991,1025,212,414,399,845,844,1,NK Premachandran,RSP,512,KV Sabu,CPM,332,Female-Skewed,OBC,Muslim,18-25
Rajasthan,RJ,Bharatpur,AC_94,94,PC_69,Booth_70812,70812,Auxiliary,Bharatpur Keoladeo,27.2167,77.5167,1422,455,880,87,912,903,9,Ranjeeta Koli,BJP,179,Abhijeet Jatav,INC,724,Female-Skewed,OBC,Hindu,65+
Chhattisgarh,CG,Raigarh,AC_24,24,PC_68,Booth_85848,85848,Main,Raigarh NTPC Area,21.9,83.4,1615,219,983,413,1457,1437,20,Gomati Sai,BJP,1211,Kamal Bhan Singh,INC,226,Female-Skewed,OBC,Hindu,65+
Uttarakhand,UK,Haridwar,AC_160,160,PC_38,Booth_96402,96402,Auxiliary,Haridwar Kankhal,29.9333,78.15,1606,923,477,206,908,891,17,Ramesh Pokhriyal Nishank,BJP,166,Ambrish Kumar,INC,725,Male-Skewed,OBC,Hindu,36-50
Tripura,TR,West Tripura,AC_68,68,PC_39,Booth_62146,62146,Main,Agartala College Area,23.8315,91.2868,1508,1101,207,200,1131,1118,13,Pratima Bhoumik,BJP,870,Subal Bhowmik,CPM,248,Male-Skewed,OBC,Hindu,51-65
Gujarat,GJ,Mehsana,AC_88,88,PC_24,Booth_20050,20050,Auxiliary,Mehsana City,23.5879,72.391,754,303,380,71,712,704,8,Shardaben Patel,BJP,283,Jivabhai Patel,INC,421,Female-Skewed,General,Buddhist,26-35
Meghalaya,ML,East Khasi Hills,AC_97,97,PC_65,Booth_78808,78808,Auxiliary,Shillong Laitumkhrah,25.5667,91.8833,1529,1183,157,189,867,863,4,Vincent Pala,INC,432,Conrad Sangma,NPP,431,Male-Skewed,OBC,Christian,26-35
